	Cluster_ID	Gene_ID	Contig_ID	MAG_ID
279	Cluster 5311	G80616_pe_k99_6062_46	G80616_pe_k99_6062	G80616_pe_bin.1
280	Cluster 5356	G80616_pe_k99_6062_141	G80616_pe_k99_6062	G80616_pe_bin.1
281	Cluster 5376	G80616_pe_k99_6062_106	G80616_pe_k99_6062	G80616_pe_bin.1
282	Cluster 5448	G80616_pe_k99_6062_166	G80616_pe_k99_6062	G80616_pe_bin.1
283	Cluster 5465	G80616_pe_k99_6062_140	G80616_pe_k99_6062	G80616_pe_bin.1
284	Cluster 5502	G80616_pe_k99_6062_189	G80616_pe_k99_6062	G80616_pe_bin.1
285	Cluster 5826	G80616_pe_k99_6062_25	G80616_pe_k99_6062	G80616_pe_bin.1
286	Cluster 5953	G80616_pe_k99_6062_132	G80616_pe_k99_6062	G80616_pe_bin.1
287	Cluster 5966	G80616_pe_k99_6062_99	G80616_pe_k99_6062	G80616_pe_bin.1
288	Cluster 6002	G80616_pe_k99_6062_2	G80616_pe_k99_6062	G80616_pe_bin.1
289	Cluster 6063	G80616_pe_k99_6062_65	G80616_pe_k99_6062	G80616_pe_bin.1
290	Cluster 6115	G80616_pe_k99_6062_159	G80616_pe_k99_6062	G80616_pe_bin.1
291	Cluster 6358	G80616_pe_k99_6062_173	G80616_pe_k99_6062	G80616_pe_bin.1
292	Cluster 6401	G80616_pe_k99_6062_39	G80616_pe_k99_6062	G80616_pe_bin.1
293	Cluster 6506	G80616_pe_k99_6062_13	G80616_pe_k99_6062	G80616_pe_bin.1
294	Cluster 6576	G80616_pe_k99_6062_101	G80616_pe_k99_6062	G80616_pe_bin.1
295	Cluster 6683	G80616_pe_k99_6062_169	G80616_pe_k99_6062	G80616_pe_bin.1
296	Cluster 6724	G80616_pe_k99_6062_127	G80616_pe_k99_6062	G80616_pe_bin.1
297	Cluster 6852	G80616_pe_k99_6062_107	G80616_pe_k99_6062	G80616_pe_bin.1
298	Cluster 6930	G80616_pe_k99_6062_59	G80616_pe_k99_6062	G80616_pe_bin.1
299	Cluster 7100	G80616_pe_k99_6062_125	G80616_pe_k99_6062	G80616_pe_bin.1
300	Cluster 7140	G80616_pe_k99_6062_171	G80616_pe_k99_6062	G80616_pe_bin.1
301	Cluster 7173	G80616_pe_k99_6062_48	G80616_pe_k99_6062	G80616_pe_bin.1
302	Cluster 7266	G80616_pe_k99_6062_77	G80616_pe_k99_6062	G80616_pe_bin.1
303	Cluster 7358	G80616_pe_k99_6062_53	G80616_pe_k99_6062	G80616_pe_bin.1
304	Cluster 7359	G80616_pe_k99_6062_63	G80616_pe_k99_6062	G80616_pe_bin.1
305	Cluster 7541	G80616_pe_k99_6062_98	G80616_pe_k99_6062	G80616_pe_bin.1
306	Cluster 7605	G80616_pe_k99_6062_52	G80616_pe_k99_6062	G80616_pe_bin.1
307	Cluster 7608	G80616_pe_k99_6062_12	G80616_pe_k99_6062	G80616_pe_bin.1
308	Cluster 7613	G80616_pe_k99_6062_61	G80616_pe_k99_6062	G80616_pe_bin.1
309	Cluster 7721	G80616_pe_k99_6062_100	G80616_pe_k99_6062	G80616_pe_bin.1
310	Cluster 7940	G80616_pe_k99_6062_162	G80616_pe_k99_6062	G80616_pe_bin.1
311	Cluster 8020	G80616_pe_k99_6062_97	G80616_pe_k99_6062	G80616_pe_bin.1
312	Cluster 8194	G80616_pe_k99_6062_119	G80616_pe_k99_6062	G80616_pe_bin.1
313	Cluster 8239	G80616_pe_k99_6062_117	G80616_pe_k99_6062	G80616_pe_bin.1
314	Cluster 8254	G80616_pe_k99_6062_45	G80616_pe_k99_6062	G80616_pe_bin.1
315	Cluster 8267	G80616_pe_k99_6062_192	G80616_pe_k99_6062	G80616_pe_bin.1
316	Cluster 8410	G80616_pe_k99_6062_161	G80616_pe_k99_6062	G80616_pe_bin.1
317	Cluster 8434	G80616_pe_k99_6062_131	G80616_pe_k99_6062	G80616_pe_bin.1
318	Cluster 8438	G80616_pe_k99_6062_204	G80616_pe_k99_6062	G80616_pe_bin.1
319	Cluster 8476	G80616_pe_k99_6062_102	G80616_pe_k99_6062	G80616_pe_bin.1
320	Cluster 8526	G80616_pe_k99_6062_110	G80616_pe_k99_6062	G80616_pe_bin.1
321	Cluster 8596	G80616_pe_k99_6062_187	G80616_pe_k99_6062	G80616_pe_bin.1
322	Cluster 8606	G80616_pe_k99_6062_165	G80616_pe_k99_6062	G80616_pe_bin.1
323	Cluster 8614	G80616_pe_k99_6062_113	G80616_pe_k99_6062	G80616_pe_bin.1
324	Cluster 8721	G80616_pe_k99_6062_147	G80616_pe_k99_6062	G80616_pe_bin.1
325	Cluster 8758	G80616_pe_k99_6062_191	G80616_pe_k99_6062	G80616_pe_bin.1
326	Cluster 8883	G80616_pe_k99_6062_70	G80616_pe_k99_6062	G80616_pe_bin.1
327	Cluster 8941	G80616_pe_k99_6062_5	G80616_pe_k99_6062	G80616_pe_bin.1
328	Cluster 8943	G80616_pe_k99_6062_68	G80616_pe_k99_6062	G80616_pe_bin.1
329	Cluster 9417	G80616_pe_k99_6062_160	G80616_pe_k99_6062	G80616_pe_bin.1
330	Cluster 9627	G80616_pe_k99_6062_14	G80616_pe_k99_6062	G80616_pe_bin.1
331	Cluster 10000	G80616_pe_k99_6062_133	G80616_pe_k99_6062	G80616_pe_bin.1
332	Cluster 10138	G80616_pe_k99_6062_112	G80616_pe_k99_6062	G80616_pe_bin.1
333	Cluster 10225	G80616_pe_k99_6062_55	G80616_pe_k99_6062	G80616_pe_bin.1
334	Cluster 10293	G80616_pe_k99_6062_105	G80616_pe_k99_6062	G80616_pe_bin.1
335	Cluster 10300	G80616_pe_k99_6062_128	G80616_pe_k99_6062	G80616_pe_bin.1
336	Cluster 10405	G80616_pe_k99_6062_38	G80616_pe_k99_6062	G80616_pe_bin.1
337	Cluster 10419	G80616_pe_k99_6062_40	G80616_pe_k99_6062	G80616_pe_bin.1
338	Cluster 10558	G80616_pe_k99_6062_200	G80616_pe_k99_6062	G80616_pe_bin.1
339	Cluster 10599	G80616_pe_k99_6062_17	G80616_pe_k99_6062	G80616_pe_bin.1
340	Cluster 10755	G80616_pe_k99_6062_126	G80616_pe_k99_6062	G80616_pe_bin.1
341	Cluster 10793	G80616_pe_k99_6062_135	G80616_pe_k99_6062	G80616_pe_bin.1
342	Cluster 10820	G80616_pe_k99_6062_151	G80616_pe_k99_6062	G80616_pe_bin.1
343	Cluster 10920	G80616_pe_k99_6062_202	G80616_pe_k99_6062	G80616_pe_bin.1
344	Cluster 11034	G80616_pe_k99_6062_57	G80616_pe_k99_6062	G80616_pe_bin.1
345	Cluster 11069	G80616_pe_k99_6062_121	G80616_pe_k99_6062	G80616_pe_bin.1
346	Cluster 11112	G80616_pe_k99_6062_58	G80616_pe_k99_6062	G80616_pe_bin.1
347	Cluster 11170	G80616_pe_k99_6062_185	G80616_pe_k99_6062	G80616_pe_bin.1
348	Cluster 11235	G80616_pe_k99_6062_76	G80616_pe_k99_6062	G80616_pe_bin.1
349	Cluster 11293	G80616_pe_k99_6062_153	G80616_pe_k99_6062	G80616_pe_bin.1
350	Cluster 11340	G80616_pe_k99_6062_49	G80616_pe_k99_6062	G80616_pe_bin.1
351	Cluster 11367	G80616_pe_k99_6062_164	G80616_pe_k99_6062	G80616_pe_bin.1
352	Cluster 11491	G80616_pe_k99_6062_157	G80616_pe_k99_6062	G80616_pe_bin.1
353	Cluster 11535	G80616_pe_k99_6062_123	G80616_pe_k99_6062	G80616_pe_bin.1
354	Cluster 11577	G80616_pe_k99_6062_50	G80616_pe_k99_6062	G80616_pe_bin.1
355	Cluster 11655	G80616_pe_k99_6062_158	G80616_pe_k99_6062	G80616_pe_bin.1
356	Cluster 11725	G80616_pe_k99_6062_124	G80616_pe_k99_6062	G80616_pe_bin.1
357	Cluster 11843	G80616_pe_k99_6062_156	G80616_pe_k99_6062	G80616_pe_bin.1
358	Cluster 11853	G80616_pe_k99_6062_116	G80616_pe_k99_6062	G80616_pe_bin.1
359	Cluster 11867	G80616_pe_k99_6062_54	G80616_pe_k99_6062	G80616_pe_bin.1
360	Cluster 11937	G80616_pe_k99_6062_108	G80616_pe_k99_6062	G80616_pe_bin.1
361	Cluster 11981	G80616_pe_k99_6062_163	G80616_pe_k99_6062	G80616_pe_bin.1
362	Cluster 12063	G80616_pe_k99_6062_120	G80616_pe_k99_6062	G80616_pe_bin.1
363	Cluster 12215	G80616_pe_k99_6062_33	G80616_pe_k99_6062	G80616_pe_bin.1
364	Cluster 12414	G80616_pe_k99_6062_188	G80616_pe_k99_6062	G80616_pe_bin.1
365	Cluster 12480	G80616_pe_k99_6062_56	G80616_pe_k99_6062	G80616_pe_bin.1
366	Cluster 12535	G80616_pe_k99_6062_109	G80616_pe_k99_6062	G80616_pe_bin.1
367	Cluster 12572	G80616_pe_k99_6062_41	G80616_pe_k99_6062	G80616_pe_bin.1
368	Cluster 12588	G80616_pe_k99_6062_143	G80616_pe_k99_6062	G80616_pe_bin.1
369	Cluster 12853	G80616_pe_k99_6062_1	G80616_pe_k99_6062	G80616_pe_bin.1
370	Cluster 12981	G80616_pe_k99_6062_72	G80616_pe_k99_6062	G80616_pe_bin.1
371	Cluster 13103	G80616_pe_k99_6062_176	G80616_pe_k99_6062	G80616_pe_bin.1
372	Cluster 13266	G80616_pe_k99_6062_27	G80616_pe_k99_6062	G80616_pe_bin.1
373	Cluster 13284	G80616_pe_k99_6062_64	G80616_pe_k99_6062	G80616_pe_bin.1
374	Cluster 13345	G80616_pe_k99_6062_197	G80616_pe_k99_6062	G80616_pe_bin.1
375	Cluster 13390	G80616_pe_k99_6062_75	G80616_pe_k99_6062	G80616_pe_bin.1
376	Cluster 13431	G80616_pe_k99_6062_111	G80616_pe_k99_6062	G80616_pe_bin.1
377	Cluster 13442	G80616_pe_k99_6062_155	G80616_pe_k99_6062	G80616_pe_bin.1
378	Cluster 13507	G80616_pe_k99_6062_170	G80616_pe_k99_6062	G80616_pe_bin.1
379	Cluster 4	G80616_pe_k99_6298_16	G80616_pe_k99_6298	G80616_pe_bin.1
380	Cluster 118	G80616_pe_k99_6298_23	G80616_pe_k99_6298	G80616_pe_bin.1
381	Cluster 499	G80616_pe_k99_6298_18	G80616_pe_k99_6298	G80616_pe_bin.1
382	Cluster 718	G80616_pe_k99_6298_14	G80616_pe_k99_6298	G80616_pe_bin.1
383	Cluster 811	G80616_pe_k99_6298_24	G80616_pe_k99_6298	G80616_pe_bin.1
384	Cluster 919	G80616_pe_k99_6298_17	G80616_pe_k99_6298	G80616_pe_bin.1
385	Cluster 1165	G80616_pe_k99_6298_4	G80616_pe_k99_6298	G80616_pe_bin.1
386	Cluster 1574	G80616_pe_k99_6298_13	G80616_pe_k99_6298	G80616_pe_bin.1
387	Cluster 2589	G80616_pe_k99_6298_19	G80616_pe_k99_6298	G80616_pe_bin.1
388	Cluster 3049	G80616_pe_k99_6298_25	G80616_pe_k99_6298	G80616_pe_bin.1
389	Cluster 3096	G80616_pe_k99_6298_7	G80616_pe_k99_6298	G80616_pe_bin.1
390	Cluster 3811	G80616_pe_k99_6298_22	G80616_pe_k99_6298	G80616_pe_bin.1
391	Cluster 3824	G80616_pe_k99_6298_1	G80616_pe_k99_6298	G80616_pe_bin.1
392	Cluster 5172	G80616_pe_k99_6298_2	G80616_pe_k99_6298	G80616_pe_bin.1
393	Cluster 6391	G80616_pe_k99_6298_5	G80616_pe_k99_6298	G80616_pe_bin.1
394	Cluster 6877	G80616_pe_k99_6298_27	G80616_pe_k99_6298	G80616_pe_bin.1
395	Cluster 7200	G80616_pe_k99_6298_30	G80616_pe_k99_6298	G80616_pe_bin.1
396	Cluster 8427	G80616_pe_k99_6298_21	G80616_pe_k99_6298	G80616_pe_bin.1
397	Cluster 8578	G80616_pe_k99_6298_15	G80616_pe_k99_6298	G80616_pe_bin.1
398	Cluster 10052	G80616_pe_k99_6298_12	G80616_pe_k99_6298	G80616_pe_bin.1
399	Cluster 10202	G80616_pe_k99_6298_28	G80616_pe_k99_6298	G80616_pe_bin.1
400	Cluster 10346	G80616_pe_k99_6298_26	G80616_pe_k99_6298	G80616_pe_bin.1
401	Cluster 10393	G80616_pe_k99_6298_20	G80616_pe_k99_6298	G80616_pe_bin.1
402	Cluster 11036	G80616_pe_k99_6298_11	G80616_pe_k99_6298	G80616_pe_bin.1
403	Cluster 11054	G80616_pe_k99_6298_8	G80616_pe_k99_6298	G80616_pe_bin.1
404	Cluster 11143	G80616_pe_k99_6298_6	G80616_pe_k99_6298	G80616_pe_bin.1
405	Cluster 11258	G80616_pe_k99_6298_29	G80616_pe_k99_6298	G80616_pe_bin.1
406	Cluster 11529	G80616_pe_k99_6298_31	G80616_pe_k99_6298	G80616_pe_bin.1
407	Cluster 11840	G80616_pe_k99_6298_10	G80616_pe_k99_6298	G80616_pe_bin.1
408	Cluster 12051	G80616_pe_k99_6298_9	G80616_pe_k99_6298	G80616_pe_bin.1
409	Cluster 12434	G80616_pe_k99_6298_3	G80616_pe_k99_6298	G80616_pe_bin.1
410	Cluster 5	G80616_pe_k99_6421_9	G80616_pe_k99_6421	G80616_pe_bin.1
411	Cluster 257	G80616_pe_k99_6421_11	G80616_pe_k99_6421	G80616_pe_bin.1
412	Cluster 316	G80616_pe_k99_6421_32	G80616_pe_k99_6421	G80616_pe_bin.1
413	Cluster 564	G80616_pe_k99_6421_29	G80616_pe_k99_6421	G80616_pe_bin.1
414	Cluster 845	G80616_pe_k99_6421_20	G80616_pe_k99_6421	G80616_pe_bin.1
415	Cluster 1033	G80616_pe_k99_6421_18	G80616_pe_k99_6421	G80616_pe_bin.1
416	Cluster 1311	G80616_pe_k99_6421_13	G80616_pe_k99_6421	G80616_pe_bin.1
417	Cluster 1937	G80616_pe_k99_6421_14	G80616_pe_k99_6421	G80616_pe_bin.1
418	Cluster 2487	G80616_pe_k99_6421_17	G80616_pe_k99_6421	G80616_pe_bin.1
419	Cluster 2726	G80616_pe_k99_6421_28	G80616_pe_k99_6421	G80616_pe_bin.1
420	Cluster 3050	G80616_pe_k99_6421_3	G80616_pe_k99_6421	G80616_pe_bin.1
421	Cluster 3646	G80616_pe_k99_6421_12	G80616_pe_k99_6421	G80616_pe_bin.1
422	Cluster 3764	G80616_pe_k99_6421_23	G80616_pe_k99_6421	G80616_pe_bin.1
423	Cluster 4037	G80616_pe_k99_6421_7	G80616_pe_k99_6421	G80616_pe_bin.1
424	Cluster 4042	G80616_pe_k99_6421_8	G80616_pe_k99_6421	G80616_pe_bin.1
425	Cluster 4578	G80616_pe_k99_6421_4	G80616_pe_k99_6421	G80616_pe_bin.1
426	Cluster 4616	G80616_pe_k99_6421_33	G80616_pe_k99_6421	G80616_pe_bin.1
427	Cluster 4719	G80616_pe_k99_6421_15	G80616_pe_k99_6421	G80616_pe_bin.1
428	Cluster 5001	G80616_pe_k99_6421_31	G80616_pe_k99_6421	G80616_pe_bin.1
429	Cluster 5209	G80616_pe_k99_6421_6	G80616_pe_k99_6421	G80616_pe_bin.1
430	Cluster 5642	G80616_pe_k99_6421_2	G80616_pe_k99_6421	G80616_pe_bin.1
431	Cluster 5677	G80616_pe_k99_6421_26	G80616_pe_k99_6421	G80616_pe_bin.1
432	Cluster 5837	G80616_pe_k99_6421_1	G80616_pe_k99_6421	G80616_pe_bin.1
433	Cluster 5880	G80616_pe_k99_6421_27	G80616_pe_k99_6421	G80616_pe_bin.1
434	Cluster 6124	G80616_pe_k99_6421_16	G80616_pe_k99_6421	G80616_pe_bin.1
435	Cluster 6156	G80616_pe_k99_6421_21	G80616_pe_k99_6421	G80616_pe_bin.1
436	Cluster 6244	G80616_pe_k99_6421_5	G80616_pe_k99_6421	G80616_pe_bin.1
437	Cluster 6794	G80616_pe_k99_6421_24	G80616_pe_k99_6421	G80616_pe_bin.1
438	Cluster 6797	G80616_pe_k99_6421_25	G80616_pe_k99_6421	G80616_pe_bin.1
439	Cluster 7094	G80616_pe_k99_6421_22	G80616_pe_k99_6421	G80616_pe_bin.1
440	Cluster 7095	G80616_pe_k99_6421_10	G80616_pe_k99_6421	G80616_pe_bin.1
441	Cluster 11027	G80616_pe_k99_6421_30	G80616_pe_k99_6421	G80616_pe_bin.1
442	Cluster 11073	G80616_pe_k99_6421_19	G80616_pe_k99_6421	G80616_pe_bin.1
443	Cluster 6	G80568_pe_k99_6279_2	G80568_pe_k99_6279	NaN
444	Cluster 7	G80616_pe_k99_1546_82	G80616_pe_k99_1546	G80616_pe_bin.1
445	Cluster 162	G80616_pe_k99_1546_47	G80616_pe_k99_1546	G80616_pe_bin.1
446	Cluster 335	G80616_pe_k99_1546_63	G80616_pe_k99_1546	G80616_pe_bin.1
447	Cluster 392	G80616_pe_k99_1546_35	G80616_pe_k99_1546	G80616_pe_bin.1
448	Cluster 466	G80616_pe_k99_1546_69	G80616_pe_k99_1546	G80616_pe_bin.1
449	Cluster 467	G80616_pe_k99_1546_55	G80616_pe_k99_1546	G80616_pe_bin.1
450	Cluster 469	G80616_pe_k99_1546_81	G80616_pe_k99_1546	G80616_pe_bin.1
451	Cluster 754	G80616_pe_k99_1546_17	G80616_pe_k99_1546	G80616_pe_bin.1
452	Cluster 1032	G80616_pe_k99_1546_45	G80616_pe_k99_1546	G80616_pe_bin.1
453	Cluster 1074	G80616_pe_k99_1546_44	G80616_pe_k99_1546	G80616_pe_bin.1
454	Cluster 1325	G80616_pe_k99_1546_21	G80616_pe_k99_1546	G80616_pe_bin.1
455	Cluster 1529	G80616_pe_k99_1546_65	G80616_pe_k99_1546	G80616_pe_bin.1
456	Cluster 1863	G80616_pe_k99_1546_10	G80616_pe_k99_1546	G80616_pe_bin.1
457	Cluster 1877	G80616_pe_k99_1546_9	G80616_pe_k99_1546	G80616_pe_bin.1
458	Cluster 2046	G80616_pe_k99_1546_77	G80616_pe_k99_1546	G80616_pe_bin.1
459	Cluster 2274	G80616_pe_k99_1546_34	G80616_pe_k99_1546	G80616_pe_bin.1
460	Cluster 2503	G80616_pe_k99_1546_67	G80616_pe_k99_1546	G80616_pe_bin.1
461	Cluster 2805	G80616_pe_k99_1546_73	G80616_pe_k99_1546	G80616_pe_bin.1
462	Cluster 2883	G80616_pe_k99_1546_30	G80616_pe_k99_1546	G80616_pe_bin.1
463	Cluster 3266	G80616_pe_k99_1546_2	G80616_pe_k99_1546	G80616_pe_bin.1
464	Cluster 3461	G80616_pe_k99_1546_8	G80616_pe_k99_1546	G80616_pe_bin.1
465	Cluster 3482	G80616_pe_k99_1546_80	G80616_pe_k99_1546	G80616_pe_bin.1
466	Cluster 3576	G80616_pe_k99_1546_48	G80616_pe_k99_1546	G80616_pe_bin.1
467	Cluster 3715	G80616_pe_k99_1546_50	G80616_pe_k99_1546	G80616_pe_bin.1
468	Cluster 3728	G80616_pe_k99_1546_62	G80616_pe_k99_1546	G80616_pe_bin.1
469	Cluster 4215	G80616_pe_k99_1546_74	G80616_pe_k99_1546	G80616_pe_bin.1
470	Cluster 4658	G80616_pe_k99_1546_3	G80616_pe_k99_1546	G80616_pe_bin.1
471	Cluster 4767	G80616_pe_k99_1546_38	G80616_pe_k99_1546	G80616_pe_bin.1
472	Cluster 5102	G80616_pe_k99_1546_51	G80616_pe_k99_1546	G80616_pe_bin.1
473	Cluster 5150	G80616_pe_k99_1546_4	G80616_pe_k99_1546	G80616_pe_bin.1
474	Cluster 5322	G80616_pe_k99_1546_24	G80616_pe_k99_1546	G80616_pe_bin.1
475	Cluster 5629	G80616_pe_k99_1546_54	G80616_pe_k99_1546	G80616_pe_bin.1
476	Cluster 6021	G80616_pe_k99_1546_78	G80616_pe_k99_1546	G80616_pe_bin.1
477	Cluster 6071	G80616_pe_k99_1546_49	G80616_pe_k99_1546	G80616_pe_bin.1
478	Cluster 6307	G80616_pe_k99_1546_72	G80616_pe_k99_1546	G80616_pe_bin.1
479	Cluster 6337	G80616_pe_k99_1546_71	G80616_pe_k99_1546	G80616_pe_bin.1
480	Cluster 6404	G80616_pe_k99_1546_18	G80616_pe_k99_1546	G80616_pe_bin.1
481	Cluster 6473	G80616_pe_k99_1546_68	G80616_pe_k99_1546	G80616_pe_bin.1
482	Cluster 6887	G80616_pe_k99_1546_26	G80616_pe_k99_1546	G80616_pe_bin.1
483	Cluster 7061	G80616_pe_k99_1546_31	G80616_pe_k99_1546	G80616_pe_bin.1
484	Cluster 7284	G80616_pe_k99_1546_11	G80616_pe_k99_1546	G80616_pe_bin.1
485	Cluster 7336	G80616_pe_k99_1546_22	G80616_pe_k99_1546	G80616_pe_bin.1
486	Cluster 7561	G80616_pe_k99_1546_46	G80616_pe_k99_1546	G80616_pe_bin.1
487	Cluster 7673	G80616_pe_k99_1546_75	G80616_pe_k99_1546	G80616_pe_bin.1
488	Cluster 8385	G80616_pe_k99_1546_15	G80616_pe_k99_1546	G80616_pe_bin.1
489	Cluster 8552	G80616_pe_k99_1546_76	G80616_pe_k99_1546	G80616_pe_bin.1
490	Cluster 8833	G80616_pe_k99_1546_61	G80616_pe_k99_1546	G80616_pe_bin.1
491	Cluster 8910	G80616_pe_k99_1546_64	G80616_pe_k99_1546	G80616_pe_bin.1
492	Cluster 9233	G80616_pe_k99_1546_53	G80616_pe_k99_1546	G80616_pe_bin.1
493	Cluster 9497	G80616_pe_k99_1546_52	G80616_pe_k99_1546	G80616_pe_bin.1
494	Cluster 9542	G80616_pe_k99_1546_16	G80616_pe_k99_1546	G80616_pe_bin.1
495	Cluster 9742	G80616_pe_k99_1546_6	G80616_pe_k99_1546	G80616_pe_bin.1
496	Cluster 9812	G80616_pe_k99_1546_66	G80616_pe_k99_1546	G80616_pe_bin.1
497	Cluster 9996	G80616_pe_k99_1546_42	G80616_pe_k99_1546	G80616_pe_bin.1
498	Cluster 10065	G80616_pe_k99_1546_33	G80616_pe_k99_1546	G80616_pe_bin.1
499	Cluster 10195	G80616_pe_k99_1546_43	G80616_pe_k99_1546	G80616_pe_bin.1
500	Cluster 10230	G80616_pe_k99_1546_70	G80616_pe_k99_1546	G80616_pe_bin.1
501	Cluster 10233	G80616_pe_k99_1546_79	G80616_pe_k99_1546	G80616_pe_bin.1
502	Cluster 10318	G80616_pe_k99_1546_36	G80616_pe_k99_1546	G80616_pe_bin.1
503	Cluster 10398	G80616_pe_k99_1546_19	G80616_pe_k99_1546	G80616_pe_bin.1
504	Cluster 10430	G80616_pe_k99_1546_41	G80616_pe_k99_1546	G80616_pe_bin.1
505	Cluster 10535	G80616_pe_k99_1546_40	G80616_pe_k99_1546	G80616_pe_bin.1
506	Cluster 10559	G80616_pe_k99_1546_27	G80616_pe_k99_1546	G80616_pe_bin.1
507	Cluster 10597	G80616_pe_k99_1546_37	G80616_pe_k99_1546	G80616_pe_bin.1
508	Cluster 10616	G80616_pe_k99_1546_39	G80616_pe_k99_1546	G80616_pe_bin.1
509	Cluster 10753	G80616_pe_k99_1546_32	G80616_pe_k99_1546	G80616_pe_bin.1
510	Cluster 10827	G80616_pe_k99_1546_28	G80616_pe_k99_1546	G80616_pe_bin.1
511	Cluster 11408	G80616_pe_k99_1546_25	G80616_pe_k99_1546	G80616_pe_bin.1
512	Cluster 11581	G80616_pe_k99_1546_13	G80616_pe_k99_1546	G80616_pe_bin.1
513	Cluster 11715	G80616_pe_k99_1546_56	G80616_pe_k99_1546	G80616_pe_bin.1
514	Cluster 12070	G80616_pe_k99_1546_5	G80616_pe_k99_1546	G80616_pe_bin.1
515	Cluster 12300	G80616_pe_k99_1546_59	G80616_pe_k99_1546	G80616_pe_bin.1
516	Cluster 12534	G80616_pe_k99_1546_29	G80616_pe_k99_1546	G80616_pe_bin.1
517	Cluster 12583	G80616_pe_k99_1546_12	G80616_pe_k99_1546	G80616_pe_bin.1
518	Cluster 12634	G80616_pe_k99_1546_58	G80616_pe_k99_1546	G80616_pe_bin.1
519	Cluster 12799	G80616_pe_k99_1546_60	G80616_pe_k99_1546	G80616_pe_bin.1
520	Cluster 13137	G80616_pe_k99_1546_57	G80616_pe_k99_1546	G80616_pe_bin.1
521	Cluster 13164	G80616_pe_k99_1546_14	G80616_pe_k99_1546	G80616_pe_bin.1
522	Cluster 13367	G80616_pe_k99_1546_20	G80616_pe_k99_1546	G80616_pe_bin.1
523	Cluster 13435	G80616_pe_k99_1546_7	G80616_pe_k99_1546	G80616_pe_bin.1
524	Cluster 13478	G80616_pe_k99_1546_23	G80616_pe_k99_1546	G80616_pe_bin.1
525	Cluster 8	G80616_pe_k99_3426_65	G80616_pe_k99_3426	G80616_pe_bin.1
526	Cluster 216	G80616_pe_k99_3426_56	G80616_pe_k99_3426	G80616_pe_bin.1
527	Cluster 1435	G80616_pe_k99_3426_84	G80616_pe_k99_3426	G80616_pe_bin.1
528	Cluster 1440	G80616_pe_k99_3426_76	G80616_pe_k99_3426	G80616_pe_bin.1
529	Cluster 1814	G80616_pe_k99_3426_77	G80616_pe_k99_3426	G80616_pe_bin.1
530	Cluster 2611	G80616_pe_k99_3426_52	G80616_pe_k99_3426	G80616_pe_bin.1
531	Cluster 2920	G80616_pe_k99_3426_35	G80616_pe_k99_3426	G80616_pe_bin.1
532	Cluster 3284	G80616_pe_k99_3426_55	G80616_pe_k99_3426	G80616_pe_bin.1
533	Cluster 3382	G80616_pe_k99_3426_73	G80616_pe_k99_3426	G80616_pe_bin.1
534	Cluster 3489	G80616_pe_k99_3426_47	G80616_pe_k99_3426	G80616_pe_bin.1
535	Cluster 4530	G80616_pe_k99_3426_53	G80616_pe_k99_3426	G80616_pe_bin.1
536	Cluster 4996	G80616_pe_k99_3426_7	G80616_pe_k99_3426	G80616_pe_bin.1
537	Cluster 5044	G80616_pe_k99_3426_20	G80616_pe_k99_3426	G80616_pe_bin.1
538	Cluster 5489	G80616_pe_k99_3426_8	G80616_pe_k99_3426	G80616_pe_bin.1
539	Cluster 6350	G80616_pe_k99_3426_51	G80616_pe_k99_3426	G80616_pe_bin.1
540	Cluster 6410	G80616_pe_k99_3426_15	G80616_pe_k99_3426	G80616_pe_bin.1
541	Cluster 6585	G80616_pe_k99_3426_79	G80616_pe_k99_3426	G80616_pe_bin.1
542	Cluster 6761	G80616_pe_k99_3426_3	G80616_pe_k99_3426	G80616_pe_bin.1
543	Cluster 7042	G80616_pe_k99_3426_13	G80616_pe_k99_3426	G80616_pe_bin.1
544	Cluster 7218	G80616_pe_k99_3426_62	G80616_pe_k99_3426	G80616_pe_bin.1
545	Cluster 7220	G80616_pe_k99_3426_27	G80616_pe_k99_3426	G80616_pe_bin.1
546	Cluster 7356	G80616_pe_k99_3426_22	G80616_pe_k99_3426	G80616_pe_bin.1
547	Cluster 7385	G80616_pe_k99_3426_43	G80616_pe_k99_3426	G80616_pe_bin.1
548	Cluster 7437	G80616_pe_k99_3426_6	G80616_pe_k99_3426	G80616_pe_bin.1
549	Cluster 7754	G80616_pe_k99_3426_21	G80616_pe_k99_3426	G80616_pe_bin.1
550	Cluster 7803	G80616_pe_k99_3426_40	G80616_pe_k99_3426	G80616_pe_bin.1
551	Cluster 8256	G80616_pe_k99_3426_75	G80616_pe_k99_3426	G80616_pe_bin.1
552	Cluster 8325	G80616_pe_k99_3426_10	G80616_pe_k99_3426	G80616_pe_bin.1
553	Cluster 8609	G80616_pe_k99_3426_23	G80616_pe_k99_3426	G80616_pe_bin.1
554	Cluster 8625	G80616_pe_k99_3426_49	G80616_pe_k99_3426	G80616_pe_bin.1
555	Cluster 8649	G80616_pe_k99_3426_60	G80616_pe_k99_3426	G80616_pe_bin.1
556	Cluster 8829	G80616_pe_k99_3426_68	G80616_pe_k99_3426	G80616_pe_bin.1
557	Cluster 8831	G80616_pe_k99_3426_42	G80616_pe_k99_3426	G80616_pe_bin.1
558	Cluster 9147	G80616_pe_k99_3426_19	G80616_pe_k99_3426	G80616_pe_bin.1
